"Time (s) E5-Rod-T1","Angle (rad) E5-Rod-T1","Angular Velocity (rad/s) E5-Rod-T1","Angular Acceleration (rad/s²) E5-Rod-T1","Position (m) E5-Rod-T1","Velocity (m/s) E5-Rod-T1","Acceleration (m/s²) E5-Rod-T1","Time (s) E5-Rod-T2","Angle (rad) E5-Rod-T2","Angular Velocity (rad/s) E5-Rod-T2","Angular Acceleration (rad/s²) E5-Rod-T2","Position (m) E5-Rod-T2","Velocity (m/s) E5-Rod-T2","Acceleration (m/s²) E5-Rod-T2","Time (s) E5-Rod-T3","Angle (rad) E5-Rod-T3","Angular Velocity (rad/s) E5-Rod-T3","Angular Acceleration (rad/s²) E5-Rod-T3","Position (m) E5-Rod-T3","Velocity (m/s) E5-Rod-T3","Acceleration (m/s²) E5-Rod-T3","Time (s) E5-M1-T1","Angle (rad) E5-M1-T1","Angular Velocity (rad/s) E5-M1-T1","Angular Acceleration (rad/s²) E5-M1-T1","Position (m) E5-M1-T1","Velocity (m/s) E5-M1-T1","Acceleration (m/s²) E5-M1-T1","Time (s) E5-M1-T2","Angle (rad) E5-M1-T2","Angular Velocity (rad/s) E5-M1-T2","Angular Acceleration (rad/s²) E5-M1-T2","Position (m) E5-M1-T2","Velocity (m/s) E5-M1-T2","Acceleration (m/s²) E5-M1-T2","Time (s) E5-M1-T3","Angle (rad) E5-M1-T3","Angular Velocity (rad/s) E5-M1-T3","Angular Acceleration (rad/s²) E5-M1-T3","Position (m) E5-M1-T3","Velocity (m/s) E5-M1-T3","Acceleration (m/s²) E5-M1-T3","Time (s) E5-M2-T1","Angle (rad) E5-M2-T1","Angular Velocity (rad/s) E5-M2-T1","Angular Acceleration (rad/s²) E5-M2-T1","Position (m) E5-M2-T1","Velocity (m/s) E5-M2-T1","Acceleration (m/s²) E5-M2-T1","Time (s) E5-M2-T2","Angle (rad) E5-M2-T2","Angular Velocity (rad/s) E5-M2-T2","Angular Acceleration (rad/s²) E5-M2-T2","Position (m) E5-M2-T2","Velocity (m/s) E5-M2-T2","Acceleration (m/s²) E5-M2-T2","Time (s) E5-M2-T3","Angle (rad) E5-M2-T3","Angular Velocity (rad/s) E5-M2-T3","Angular Acceleration (rad/s²) E5-M2-T3","Position (m) E5-M2-T3","Velocity (m/s) E5-M2-T3","Acceleration (m/s²) E5-M2-T3","Time (s) E5-M3-T1","Angle (rad) E5-M3-T1","Angular Velocity (rad/s) E5-M3-T1","Angular Acceleration (rad/s²) E5-M3-T1","Position (m) E5-M3-T1","Velocity (m/s) E5-M3-T1","Acceleration (m/s²) E5-M3-T1","Time (s) E5-M3-T2","Angle (rad) E5-M3-T2","Angular Velocity (rad/s) E5-M3-T2","Angular Acceleration (rad/s²) E5-M3-T2","Position (m) E5-M3-T2","Velocity (m/s) E5-M3-T2","Acceleration (m/s²) E5-M3-T2","Time (s) E5-M3-T3","Angle (rad) E5-M3-T3","Angular Velocity (rad/s) E5-M3-T3","Angular Acceleration (rad/s²) E5-M3-T3","Position (m) E5-M3-T3","Velocity (m/s) E5-M3-T3","Acceleration (m/s²) E5-M3-T3","Time (s) E5-M4-T1","Angle (rad) E5-M4-T1","Angular Velocity (rad/s) E5-M4-T1","Angular Acceleration (rad/s²) E5-M4-T1","Position (m) E5-M4-T1","Velocity (m/s) E5-M4-T1","Acceleration (m/s²) E5-M4-T1","Time (s) E5-M4-T2","Angle (rad) E5-M4-T2","Angular Velocity (rad/s) E5-M4-T2","Angular Acceleration (rad/s²) E5-M4-T2","Position (m) E5-M4-T2","Velocity (m/s) E5-M4-T2","Acceleration (m/s²) E5-M4-T2","Time (s) E5-M4-T3","Angle (rad) E5-M4-T3","Angular Velocity (rad/s) E5-M4-T3","Angular Acceleration (rad/s²) E5-M4-T3","Position (m) E5-M4-T3","Velocity (m/s) E5-M4-T3","Acceleration (m/s²) E5-M4-T3"
9.000,-0.028,-0.236,-3.491,-6.7500E-4,-0.006,-0.083,9.000,0.101,0.393,-4.363,0.0024,0.009,-0.104,9.000,0.041,0.393,2.618,9.7500E-4,0.009,0.063,9.000,0.126,0.000,-3.054,0.0030,0.000,-0.073,9.000,-0.162,0.288,5.236,-0.0039,0.007,0.125,9.000,-0.195,0.236,6.109,-0.0046,0.006,0.146,9.000,0.179,-0.236,-6.545,0.0043,-0.006,-0.156,,,,,,,,9.000,0.174,-0.340,-5.236,0.0042,-0.008,-0.125,9.000,-0.027,-0.419,2.618,-6.3750E-4,-0.010,0.063,9.000,0.003,0.393,-0.436,7.5000E-5,0.009,-0.010,9.000,0.083,0.131,-4.800,0.0020,0.003,-0.115,9.000,-0.042,-0.471,2.618,-0.0010,-0.011,0.062,,,,,,,,9.000,0.156,-1.126,-0.436,0.0037,-0.027,-0.010
9.010,-0.030,-0.262,-3.927,-7.1250E-4,-0.006,-0.094,9.010,0.105,0.367,-4.363,0.0025,0.009,-0.104,9.010,0.044,0.419,2.618,0.0011,0.010,0.062,9.010,0.126,-0.026,-3.927,0.0030,-6.250E-4,-0.094,9.010,-0.159,0.393,9.163,-0.0038,0.009,0.219,9.010,-0.192,0.288,4.363,-0.0046,0.007,0.104,9.010,0.176,-0.288,-5.672,0.0042,-0.007,-0.135,,,,,,,,9.010,0.171,-0.393,-4.800,0.0041,-0.009,-0.115,9.010,-0.030,-0.393,3.054,-7.1250E-4,-0.009,0.073,9.010,0.006,0.419,-0.873,1.5000E-4,0.010,-0.021,9.010,0.083,0.105,-2.618,0.0020,0.003,-0.063,9.010,-0.047,-0.419,6.545,-0.0011,-0.010,0.156,,,,,,,,9.010,0.143,-1.126,2.618,0.0034,-0.027,0.063
9.020,-0.033,-0.314,-4.363,-7.8750E-4,-0.007,-0.104,9.020,0.108,0.314,-4.363,0.0026,0.008,-0.104,9.020,0.049,0.445,1.745,0.0012,0.011,0.042,9.020,0.126,-0.079,-4.800,0.0030,-0.002,-0.115,9.020,-0.154,0.524,8.290,-0.0037,0.012,0.198,9.020,-0.188,0.314,3.491,-0.0045,0.007,0.083,9.020,0.173,-0.340,-5.236,0.0041,-0.008,-0.125,,,,,,,,9.020,0.167,-0.445,-3.491,0.0040,-0.011,-0.083,9.020,-0.035,-0.367,4.363,-8.2500E-4,-0.009,0.104,9.020,0.011,0.393,-3.054,2.6250E-4,0.009,-0.073,9.020,0.085,0.105,-2.618,0.0020,0.003,-0.063,9.020,-0.052,-0.314,9.163,-0.0012,-0.007,0.219,,,,,,,,9.020,0.132,-1.047,3.927,0.0031,-0.025,0.094
9.030,-0.036,-0.367,-3.927,-8.6250E-4,-0.009,-0.094,9.030,0.112,0.262,-3.491,0.0027,0.006,-0.083,9.030,0.053,0.471,0.436,0.0013,0.011,0.010,9.030,0.124,-0.131,-4.800,0.0030,-0.003,-0.115,9.030,-0.148,0.602,3.054,-0.0035,0.014,0.073,9.030,-0.185,0.340,3.927,-0.0044,0.008,0.094,9.030,0.170,-0.393,-4.800,0.0041,-0.009,-0.115,,,,,,,,9.030,0.162,-0.471,-2.618,0.0039,-0.011,-0.062,9.030,-0.038,-0.314,6.109,-9.0000E-4,-0.007,0.146,9.030,0.016,0.340,-4.363,3.7500E-4,0.008,-0.104,9.030,0.086,0.079,-4.800,0.0021,0.002,-0.115,9.030,-0.053,-0.209,8.290,-0.0013,-0.005,0.198,,,,,,,,9.030,0.123,-0.995,2.182,0.0029,-0.024,0.052
9.040,-0.041,-0.393,-3.054,-9.7500E-4,-0.009,-0.073,9.040,0.113,0.236,-2.182,0.0027,0.006,-0.052,9.040,0.058,0.445,-3.608E-13,0.0014,0.011,-7.373E-15,9.040,0.123,-0.183,-3.927,0.0029,-0.004,-0.094,9.040,-0.141,0.576,-1.309,-0.0034,0.014,-0.031,9.040,-0.182,0.393,5.236,-0.0043,0.009,0.125,9.040,0.165,-0.445,-3.927,0.0039,-0.011,-0.094,,,,,,,,9.040,0.157,-0.471,-3.491,0.0038,-0.011,-0.083,9.040,-0.041,-0.236,7.418,-9.7500E-4,-0.006,0.177,9.040,0.017,0.288,-4.363,4.1250E-4,0.007,-0.104,9.040,0.086,0.000,-6.545,0.0021,0.000,-0.156,9.040,-0.055,-0.131,5.672,-0.0013,-0.003,0.135,,,,,,,,9.040,0.113,-1.021,1.309,0.0027,-0.024,0.031
9.050,-0.044,-0.419,-2.618,-0.0011,-0.010,-0.063,9.050,0.116,0.236,-2.182,0.0028,0.006,-0.052,9.050,0.063,0.445,1.309,0.0015,0.011,0.031,9.050,0.121,-0.209,-3.054,0.0029,-0.005,-0.073,9.050,-0.135,0.524,-0.436,-0.0032,0.012,-0.010,9.050,-0.178,0.445,6.109,-0.0042,0.011,0.146,9.050,0.160,-0.471,-3.054,0.0038,-0.011,-0.073,,,,,,,,9.050,0.152,-0.524,-5.236,0.0036,-0.012,-0.125,9.050,-0.042,-0.157,7.418,-0.0010,-0.004,0.177,9.050,0.020,0.262,-4.800,4.8750E-4,0.006,-0.115,9.050,0.086,-0.079,-6.545,0.0021,-0.002,-0.156,9.050,-0.057,-0.105,3.491,-0.0013,-0.002,0.083,,,,,,,,9.050,0.102,-1.021,3.927,0.0024,-0.024,0.094
9.060,-0.049,-0.445,-2.182,-0.0012,-0.011,-0.052,9.060,0.118,0.209,-3.491,0.0028,0.005,-0.083,9.060,0.066,0.471,3.054,0.0016,0.011,0.073,9.060,0.118,-0.236,-2.618,0.0028,-0.006,-0.063,9.060,-0.132,0.524,4.363,-0.0032,0.013,0.104,9.060,-0.173,0.524,5.236,-0.0041,0.013,0.125,9.060,0.156,-0.497,-3.054,0.0037,-0.012,-0.073,,,,,,,,9.060,0.148,-0.602,-4.800,0.0035,-0.014,-0.115,9.060,-0.044,-0.079,6.109,-0.0010,-0.002,0.146,9.060,0.024,0.209,-5.236,5.6250E-4,0.005,-0.125,9.060,0.085,-0.131,-5.672,0.0020,-0.003,-0.135,9.060,-0.057,-0.079,3.054,-0.0013,-0.002,0.073,,,,,,,,9.060,0.091,-0.942,6.545,0.0022,-0.022,0.156
9.070,-0.053,-0.471,-1.745,-0.0013,-0.011,-0.042,9.070,0.121,0.157,-4.800,0.0029,0.004,-0.115,9.070,0.072,0.524,2.618,0.0017,0.013,0.063,9.070,0.116,-0.262,-2.618,0.0028,-0.006,-0.063,9.070,-0.126,0.628,6.545,-0.0030,0.015,0.156,9.070,-0.168,0.576,2.182,-0.0040,0.014,0.052,9.070,0.151,-0.524,-3.927,0.0036,-0.012,-0.094,,,,,,,,9.070,0.140,-0.654,-1.745,0.0033,-0.016,-0.042,9.070,-0.044,-0.026,4.363,-0.0010,-6.250E-4,0.104,9.070,0.025,0.131,-4.363,6.0000E-4,0.003,-0.104,9.070,0.083,-0.183,-5.236,0.0020,-0.004,-0.125,9.070,-0.058,-0.052,4.800,-0.0014,-0.001,0.115,,,,,,,,9.070,0.083,-0.838,5.672,0.0020,-0.020,0.135
9.080,-0.058,-0.471,-1.745,-0.0014,-0.011,-0.042,9.080,0.121,0.105,-4.800,0.0029,0.003,-0.115,9.080,0.077,0.550,0.436,0.0018,0.013,0.010,9.080,0.113,-0.288,-2.182,0.0027,-0.007,-0.052,9.080,-0.119,0.733,3.054,-0.0029,0.018,0.073,9.080,-0.160,0.576,-0.873,-0.0038,0.014,-0.021,9.080,0.145,-0.576,-4.363,0.0035,-0.014,-0.104,,,,,,,,9.080,0.134,-0.628,-4.607E-13,0.0032,-0.015,-1.058E-14,9.080,-0.044,0.000,3.491,-0.0010,0.000,0.083,9.080,0.025,0.105,-2.618,6.0000E-4,0.003,-0.062,9.080,0.082,-0.236,-5.236,0.0020,-0.006,-0.125,9.080,-0.058,0.000,7.418,-0.0014,0.000,0.177,,,,,,,,9.080,0.075,-0.812,3.927,0.0018,-0.019,0.094
9.090,-0.063,-0.497,-1.745,-0.0015,-0.012,-0.042,9.090,0.123,0.052,-3.927,0.0029,0.001,-0.094,9.090,0.083,0.524,-1.309,0.0020,0.013,-0.031,9.090,0.110,-0.314,-1.309,0.0026,-0.008,-0.031,9.090,-0.110,0.707,-2.182,-0.0026,0.017,-0.052,9.090,-0.156,0.524,0.436,-0.0037,0.013,0.010,9.090,0.140,-0.628,-3.491,0.0033,-0.015,-0.083,,,,,,,,9.090,0.127,-0.602,-1.745,0.0030,-0.014,-0.042,9.090,-0.044,0.026,3.927,-0.0010,6.250E-4,0.094,9.090,0.027,0.105,-2.182,6.3750E-4,0.003,-0.052,9.090,0.079,-0.288,-5.236,0.0019,-0.007,-0.125,9.090,-0.058,0.105,9.163,-0.0014,0.003,0.219,,,,,,,,9.090,0.068,-0.812,5.672,0.0016,-0.019,0.135
9.100,-0.068,-0.524,-1.309,-0.0016,-0.013,-0.031,9.100,0.123,0.026,-2.618,0.0029,6.250E-4,-0.063,9.100,0.088,0.497,-0.436,0.0021,0.012,-0.010,9.100,0.107,-0.314,-0.873,0.0026,-0.008,-0.021,9.100,-0.104,0.628,-2.618,-0.0025,0.015,-0.063,9.100,-0.151,0.524,5.672,-0.0036,0.013,0.135,9.100,0.132,-0.654,-1.745,0.0032,-0.016,-0.042,,,,,,,,9.100,0.123,-0.654,-4.363,0.0029,-0.016,-0.104,9.100,-0.044,0.079,4.800,-0.0010,0.002,0.115,9.100,0.028,0.079,-3.491,6.7500E-4,0.002,-0.083,9.100,0.075,-0.340,-5.236,0.0018,-0.008,-0.125,9.100,-0.057,0.209,8.290,-0.0013,0.005,0.198,,,,,,,,9.100,0.058,-0.733,10.036,0.0014,-0.018,0.240
9.110,-0.074,-0.524,-0.873,-0.0018,-0.013,-0.021,9.110,0.123,0.000,-1.309,0.0029,0.000,-0.031,9.110,0.093,0.497,2.182,0.0022,0.012,0.052,9.110,0.104,-0.314,-1.309,0.0025,-0.008,-0.031,9.110,-0.099,0.602,1.745,-0.0024,0.014,0.042,9.110,-0.146,0.654,9.163,-0.0035,0.016,0.219,9.110,0.126,-0.654,-0.873,0.0030,-0.016,-0.021,,,,,,,,9.110,0.115,-0.733,-3.491,0.0027,-0.017,-0.083,9.110,-0.042,0.131,4.800,-0.0010,0.003,0.115,9.110,0.028,0.026,-4.800,6.7500E-4,6.250E-4,-0.115,9.110,0.072,-0.393,-5.236,0.0017,-0.009,-0.125,9.110,-0.053,0.288,5.672,-0.0013,0.007,0.135,,,,,,,,9.110,0.052,-0.576,11.345,0.0012,-0.014,0.271
9.120,-0.079,-0.524,-1.309,-0.0019,-0.012,-0.031,9.120,0.123,0.000,-0.873,0.0029,0.000,-0.021,9.120,0.097,0.550,3.491,0.0023,0.013,0.083,9.120,0.101,-0.340,-1.745,0.0024,-0.008,-0.042,9.120,-0.093,0.681,4.800,-0.0022,0.016,0.115,9.120,-0.138,0.785,5.672,-0.0033,0.019,0.135,9.120,0.119,-0.654,-1.309,0.0029,-0.016,-0.031,,,,,,,,9.120,0.107,-0.759,0.436,0.0026,-0.018,0.010,9.120,-0.041,0.183,4.363,-9.7500E-4,0.004,0.104,9.120,0.028,-0.026,-5.236,6.7500E-4,-6.250E-4,-0.125,9.120,0.068,-0.445,-4.800,0.0016,-0.011,-0.115,9.120,-0.050,0.314,4.363,-0.0012,0.007,0.104,,,,,,,,9.120,0.047,-0.445,8.290,0.0011,-0.011,0.198
9.130,-0.083,-0.550,-1.745,-0.0020,-0.013,-0.042,9.130,0.123,0.000,-1.745,0.0029,0.000,-0.042,9.130,0.104,0.602,1.745,0.0025,0.014,0.042,9.130,0.097,-0.367,-1.309,0.0023,-0.009,-0.031,9.130,-0.085,0.759,3.054,-0.0020,0.018,0.073,9.130,-0.129,0.812,-1.745,-0.0031,0.019,-0.042,9.130,0.113,-0.681,-1.745,0.0027,-0.016,-0.042,,,,,,,,9.130,0.099,-0.707,3.054,0.0024,-0.017,0.073,9.130,-0.039,0.209,4.363,-9.3750E-4,0.005,0.104,9.130,0.028,-0.079,-4.800,6.7500E-4,-0.002,-0.115,9.130,0.063,-0.497,-3.927,0.0015,-0.012,-0.094,9.130,-0.047,0.340,5.236,-0.0011,0.008,0.125,,,,,,,,9.130,0.044,-0.419,5.236,0.0010,-0.010,0.125
9.140,-0.090,-0.576,-1.745,-0.0021,-0.014,-0.042,9.140,0.123,-0.026,-3.927,0.0029,-6.250E-4,-0.094,9.140,0.110,0.602,-1.309,0.0026,0.014,-0.031,9.140,0.093,-0.367,-0.873,0.0022,-0.009,-0.021,9.140,-0.077,0.759,-1.309,-0.0018,0.018,-0.031,9.140,-0.121,0.707,-5.236,-0.0029,0.017,-0.125,9.140,0.105,-0.707,-1.309,0.0025,-0.017,-0.031,,,,,,,,9.140,0.093,-0.654,1.745,0.0022,-0.016,0.042,9.140,-0.036,0.262,4.800,-8.6250E-4,0.006,0.115,9.140,0.027,-0.131,-3.927,6.3750E-4,-0.003,-0.094,9.140,0.058,-0.524,-3.054,0.0014,-0.013,-0.073,9.140,-0.044,0.419,6.545,-0.0010,0.010,0.156,,,,,,,,9.140,0.039,-0.393,6.109,9.3750E-4,-0.009,0.146
9.150,-0.096,-0.576,-2.182,-0.0023,-0.014,-0.052,9.150,0.123,-0.079,-6.545,0.0029,-0.002,-0.156,9.150,0.116,0.550,-2.618,0.0028,0.013,-0.062,9.150,0.090,-0.367,-1.309,0.0021,-0.009,-0.031,9.150,-0.069,0.707,-3.491,-0.0017,0.017,-0.083,9.150,-0.115,0.628,-1.745,-0.0027,0.015,-0.042,9.150,0.099,-0.707,-0.873,0.0024,-0.017,-0.021,,,,,,,,9.150,0.086,-0.654,-1.309,0.0021,-0.016,-0.031,9.150,-0.035,0.314,5.236,-8.2500E-4,0.008,0.125,9.150,0.025,-0.157,-3.491,6.0000E-4,-0.004,-0.083,9.150,0.052,-0.550,-2.618,0.0012,-0.013,-0.063,9.150,-0.039,0.497,6.109,-9.3750E-4,0.012,0.146,,,,,,,,9.150,0.035,-0.314,8.727,8.2500E-4,-0.007,0.208
9.160,-0.101,-0.602,-2.618,-0.0024,-0.014,-0.063,9.160,0.121,-0.157,-8.727,0.0029,-0.004,-0.208,9.160,0.121,0.524,-1.745,0.0029,0.013,-0.042,9.160,0.086,-0.393,-1.745,0.0021,-0.009,-0.042,9.160,-0.063,0.654,-2.182,-0.0015,0.016,-0.052,9.160,-0.110,0.654,3.927,-0.0026,0.016,0.094,9.160,0.091,-0.707,-0.873,0.0022,-0.017,-0.021,,,,,,,,9.160,0.080,-0.707,-2.182,0.0019,-0.017,-0.052,9.160,-0.030,0.367,5.236,-7.1250E-4,0.009,0.125,9.160,0.024,-0.183,-4.363,5.6250E-4,-0.004,-0.104,9.160,0.047,-0.576,-3.054,0.0011,-0.014,-0.073,9.160,-0.033,0.550,4.800,-7.8750E-4,0.013,0.115,,,,,,,,9.160,0.033,-0.183,8.727,7.8750E-4,-0.004,0.208
9.170,-0.107,-0.654,-0.873,-0.0026,-0.016,-0.021,9.170,0.119,-0.262,-10.036,0.0029,-0.006,-0.240,9.170,0.126,0.524,-0.873,0.0030,0.013,-0.021,9.170,0.082,-0.419,-1.309,0.0020,-0.010,-0.031,9.170,-0.057,0.654,-0.436,-0.0014,0.016,-0.010,9.170,-0.102,0.759,4.363,-0.0024,0.018,0.104,9.170,0.085,-0.733,-0.436,0.0020,-0.018,-0.010,,,,,,,,9.170,0.072,-0.733,4.829E-13,0.0017,-0.018,1.145E-14,9.170,-0.027,0.419,5.236,-6.3750E-4,0.010,0.125,9.170,0.022,-0.236,-5.672,5.2500E-4,-0.006,-0.135,9.170,0.041,-0.602,-3.491,9.7500E-4,-0.014,-0.083,9.170,-0.028,0.576,4.363,-6.7500E-4,0.014,0.104,,,,,,,,9.170,0.031,-0.105,6.545,7.5000E-4,-0.003,0.156
9.180,-0.115,-0.654,2.618,-0.0027,-0.016,0.063,9.180,0.116,-0.367,-9.599,0.0028,-0.009,-0.229,9.180,0.132,0.524,-1.309,0.0032,0.012,-0.031,9.180,0.077,-0.419,-0.873,0.0018,-0.010,-0.021,9.180,-0.050,0.681,-0.873,-0.0012,0.016,-0.021,9.180,-0.094,0.812,-0.873,-0.0022,0.019,-0.021,9.180,0.077,-0.733,0.873,0.0018,-0.018,0.021,,,,,,,,9.180,0.064,-0.707,2.618,0.0015,-0.017,0.063,9.180,-0.022,0.471,4.800,-5.2500E-4,0.011,0.115,9.180,0.019,-0.314,-5.672,4.5000E-4,-0.008,-0.135,9.180,0.035,-0.654,-3.491,8.2500E-4,-0.016,-0.083,9.180,-0.022,0.628,4.363,-5.2500E-4,0.015,0.104,,,,,,,,9.180,0.031,-0.079,5.672,7.5000E-4,-0.002,0.135
9.190,-0.121,-0.576,3.927,-0.0029,-0.014,0.094,9.190,0.112,-0.471,-6.981,0.0027,-0.011,-0.167,9.190,0.137,0.497,-2.182,0.0033,0.012,-0.052,9.190,0.074,-0.419,-1.309,0.0018,-0.010,-0.031,9.190,-0.042,0.654,-2.618,-0.0010,0.016,-0.063,9.190,-0.085,0.733,-5.672,-0.0020,0.018,-0.135,9.190,0.069,-0.707,1.745,0.0017,-0.017,0.042,,,,,,,,9.190,0.058,-0.654,3.054,0.0014,-0.016,0.073,9.190,-0.017,0.524,3.491,-4.1250E-4,0.012,0.083,9.190,0.016,-0.367,-4.363,3.7500E-4,-0.009,-0.104,9.190,0.028,-0.681,-2.618,6.7500E-4,-0.016,-0.062,9.190,-0.016,0.681,3.491,-3.7500E-4,0.016,0.083,,,,,,,,9.190,0.030,-0.026,8.290,7.1250E-4,-6.250E-4,0.198
9.200,-0.126,-0.524,1.309,-0.0030,-0.012,0.031,9.200,0.107,-0.524,-3.054,0.0026,-0.012,-0.073,9.200,0.141,0.471,-3.054,0.0034,0.011,-0.073,9.200,0.069,-0.445,-1.309,0.0017,-0.011,-0.031,9.200,-0.036,0.602,-2.618,-8.6250E-4,0.014,-0.063,9.200,-0.079,0.628,-4.363,-0.0019,0.015,-0.104,9.200,0.063,-0.681,1.309,0.0015,-0.016,0.031,,,,,,,,9.200,0.052,-0.628,2.182,0.0012,-0.015,0.052,9.200,-0.011,0.550,1.309,-2.6250E-4,0.013,0.031,9.200,0.011,-0.393,-3.054,2.6250E-4,-0.009,-0.073,9.200,0.020,-0.707,-1.309,4.8750E-4,-0.017,-0.031,9.200,-0.008,0.707,2.182,-1.8750E-4,0.017,0.052,,,,,,,,9.200,0.030,0.079,11.345,7.1250E-4,0.002,0.271
9.210,-0.130,-0.550,-1.745,-0.0031,-0.013,-0.042,9.210,0.101,-0.524,0.436,0.0024,-0.012,0.010,9.210,0.146,0.445,-3.927,0.0035,0.011,-0.094,9.210,0.064,-0.471,-3.164E-13,0.0015,-0.011,-7.633E-15,9.210,-0.031,0.576,-1.309,-7.5000E-4,0.014,-0.031,9.210,-0.074,0.602,0.436,-0.0018,0.014,0.010,9.210,0.057,-0.681,0.873,0.0013,-0.016,0.021,,,,,,,,9.210,0.046,-0.628,2.182,0.0011,-0.015,0.052,9.210,-0.006,0.550,-0.436,-1.5000E-4,0.013,-0.010,9.210,0.008,-0.419,-2.182,1.8750E-4,-0.010,-0.052,9.210,0.014,-0.707,-0.873,3.3750E-4,-0.017,-0.021,9.210,-0.002,0.707,2.182,-3.7500E-5,0.017,0.052,,,,,,,,9.210,0.031,0.236,11.345,7.5000E-4,0.006,0.271
9.220,-0.137,-0.602,-1.309,-0.0033,-0.014,-0.031,9.220,0.096,-0.497,1.745,0.0023,-0.012,0.042,9.220,0.151,0.393,-4.363,0.0036,0.009,-0.104,9.220,0.060,-0.445,1.309,0.0014,-0.011,0.031,9.220,-0.025,0.602,-1.745,-6.0000E-4,0.014,-0.042,9.220,-0.068,0.681,2.182,-0.0016,0.016,0.052,9.220,0.049,-0.681,1.309,0.0012,-0.016,0.031,,,,,,,,9.220,0.039,-0.602,3.491,9.3750E-4,-0.014,0.083,9.220,3.469E-18,0.524,-0.436,6.0986E-18,0.012,-0.010,9.220,0.003,-0.445,-1.309,7.5000E-5,-0.011,-0.031,9.220,0.006,-0.707,-0.873,1.5000E-4,-0.017,-0.021,9.220,0.006,0.733,3.054,1.5000E-4,0.017,0.073,,,,,,,,9.220,0.035,0.340,8.727,8.2500E-4,0.008,0.208
9.230,-0.143,-0.602,1.745,-0.0034,-0.014,0.042,9.230,0.091,-0.471,1.309,0.0022,-0.011,0.031,9.230,0.154,0.340,-3.054,0.0037,0.008,-0.073,9.230,0.055,-0.419,1.309,0.0013,-0.010,0.031,9.230,-0.019,0.576,-3.927,-4.5000E-4,0.014,-0.094,9.230,-0.060,0.707,-0.873,-0.0014,0.017,-0.021,9.230,0.042,-0.654,2.182,0.0010,-0.016,0.052,,,,,,,,9.230,0.033,-0.550,4.363,7.8750E-4,-0.013,0.104,9.230,0.005,0.524,0.873,1.1250E-4,0.013,0.021,9.230,-0.002,-0.445,-0.873,-3.7500E-5,-0.011,-0.021,9.230,-5.638E-17,-0.733,-0.873,2.1955E-18,-0.017,-0.021,9.230,0.013,0.785,3.054,3.0000E-4,0.019,0.073,,,,,,,,9.230,0.039,0.393,6.981,9.3750E-4,0.009,0.167
9.240,-0.149,-0.550,3.927,-0.0036,-0.013,0.094,9.240,0.086,-0.471,-0.436,0.0021,-0.011,-0.010,9.240,0.157,0.314,-2.498E-14,0.0038,0.008,-1.128E-15,9.240,0.052,-0.419,0.436,0.0012,-0.010,0.010,9.240,-0.013,0.497,-5.236,-3.0000E-4,0.012,-0.125,9.240,-0.052,0.654,-4.363,-0.0012,0.016,-0.104,9.240,0.036,-0.628,2.618,8.6250E-4,-0.015,0.062,,,,,,,,9.240,0.028,-0.497,3.491,6.7500E-4,-0.012,0.083,9.240,0.009,0.550,1.745,2.2500E-4,0.013,0.042,9.240,-0.006,-0.445,-1.745,-1.5000E-4,-0.011,-0.042,9.240,-0.008,-0.733,-0.436,-1.8750E-4,-0.018,-0.010,9.240,0.022,0.812,1.745,5.2500E-4,0.019,0.042,,,,,,,,9.240,0.042,0.445,7.854,0.0010,0.011,0.188
9.250,-0.154,-0.497,3.491,-0.0037,-0.012,0.083,9.250,0.082,-0.471,-3.054,0.0020,-0.011,-0.073,9.250,0.160,0.340,2.618,0.0038,0.008,0.063,9.250,0.047,-0.419,0.873,0.0011,-0.010,0.021,9.250,-0.009,0.445,-4.363,-2.2500E-4,0.011,-0.104,9.250,-0.047,0.576,-4.363,-0.0011,0.014,-0.104,9.250,0.030,-0.602,2.618,7.1250E-4,-0.014,0.063,,,,,,,,9.250,0.024,-0.471,1.745,5.6250E-4,-0.011,0.042,9.250,0.016,0.576,1.309,3.7500E-4,0.014,0.031,9.250,-0.009,-0.471,-3.054,-2.2500E-4,-0.011,-0.073,9.250,-0.016,-0.733,-5.329E-13,-3.7500E-4,-0.018,-1.301E-14,9.250,0.030,0.812,0.873,7.1250E-4,0.019,0.021,,,,,,,,9.250,0.047,0.550,8.727,0.0011,0.013,0.208
9.260,-0.159,-0.471,1.745,-0.0038,-0.011,0.042,9.260,0.077,-0.524,-5.672,0.0018,-0.013,-0.135,9.260,0.163,0.393,2.182,0.0039,0.009,0.052,9.260,0.042,-0.419,2.618,0.0010,-0.010,0.063,9.260,-0.005,0.419,-3.491,-1.1250E-4,0.010,-0.083,9.260,-0.041,0.550,-2.618,-9.7500E-4,0.013,-0.063,9.260,0.024,-0.576,3.054,5.6250E-4,-0.014,0.073,,,,,,,,9.260,0.019,-0.471,0.873,4.5000E-4,-0.011,0.021,9.260,0.022,0.576,0.873,5.2500E-4,0.014,0.021,9.260,-0.016,-0.524,-3.054,-3.7500E-4,-0.013,-0.073,9.260,-0.022,-0.733,0.436,-5.2500E-4,-0.018,0.010,9.260,0.038,0.812,0.873,9.0000E-4,0.019,0.021,,,,,,,,9.260,0.053,0.654,7.418,0.0013,0.016,0.177
